/* Community Rebalance Mod
- This is the output of my pyhton script that scans the sector files (and world file) and reports back the results
- Valeroth
- If you save this as a csv any good spreadsheet program will display it nicely for editing.
- Some of these lines appear to long for notepad, but should still work.  Ad more advanced plain text editor works fine though, like Notepad++.  You'll be bringing this up in excel regardless.
*/

Sector,XPosition,YPosition,ZPosition,KeyName,MaxCargo,Ice, , ,Carbon, , ,Fluorine, , ,Iodine, , ,Sulfur, , ,Phosphorous, , ,Magnesium, , ,Copper, , ,Iron, , ,Silicon, , ,Aluminum, , ,Silver, , ,Granite, , ,Gold, , ,Titanium, , ,Thorium, , ,Tellurium, , ,Uranium, , ,Plutonium, , ,Diamond, , ,Crystal, , ,Shard, , ,Hydrogen, , ,Nitrogen, , ,Oxygen, , ,Helium, , ,Argon, , ,Neon, , ,Xenon, , ,Ionized_gas, , ,Spices, , ,Sea_algae, , ,Fish, , ,Meat, , ,Vegetables, , ,Crops, , ,Soyfood, , ,Protein_bars, , ,Tark_leaves, , ,Hogwash, , ,Thaurian_weed, , ,Squibb_tentacles, , ,Nyxian_ale, , ,Vantus_eggs, , ,Ammartan_algae, , ,Rift_dust, , ,Wood, , ,Leather, , ,Steel, , ,Aluminum_foils, , ,Industrial_polymers, , ,Rubber, , ,UniGlass, , ,TitaNova_plates, , ,Bioplastics, , ,Textile, , ,Arachos_silk, , ,Scarab_husk, , ,Brunt_tusk, , ,Brunt_fur, , ,Shell_casings, , ,Holo_projectors, , ,Explosives, , ,Infused_core, , ,Crystal_matrix, , ,Superconductors, , ,Bio-circuitry, , ,Engine_parts, , ,Vehicle_components, , ,AntiGrav_coils, , ,Air_filters, , ,Photocells, , ,Thorium_shells, , ,Energy_cells, , ,Plasma_charges, , ,Thrusters, , ,Prefab_shelters, , ,Clothes, , ,Surgical_equipment, , ,Solar_panels, , ,Envirosuits, , ,Oxygen_recyclers, , ,Computers, , ,Hologames, , ,Mining_charges, , ,ATR_-_All-terrain_rovers, , ,Furniture, , ,Fertilizers, , ,Medicines, , ,Prosthetics, , ,Laser_sidearm, , ,Plasma_rifles, , ,Heavy_weapons, , ,X900_Personal_armor, , ,Oxygen_tanks, , ,Station_composites, , ,Fuel, , ,Hydroponics_pod, , ,Utility_droids, , ,Cybernet_implants, , ,Shard_blades, , ,Combat_mechs
1,6809.03,-1787.91,-2706.82,calystoSTA,150,100,0,0,98,0,0,109,0,0,134,0,0,188,0,0,192,0,0,214,0,0,199,0,0,283,0,0,289,0,0,283,0,0,275,0,0,497,0,0,573,0,0,573,0,0,528,0,0,943,0,0,938,0,0,842,0,0,893,0,0,1726,0,0,1634,0,0,108,0,0,167,0,0,356,0,0,376,0,0,652,0,0,951,0,0,1175,0,0,2080,0,0,288,0,0,223,0,0,181,0,0,206,0,0,167,0,0,185,0,0,335,0,0,289,0,0,1006,0,0,953,0,0,1206,0,0,1545,0,0,1155,0,0,1523,0,0,1397,0,0,1236,0,0,130,0,0,156,0,0,183,0,0,133,0,0,853,0,0,119,0,0,252,0,1,795,0,1,223,0,0,195,0,0,1371,0,0,1524,0,0,1198,0,0,1270,0,0,317,0,0,1115,0,0,532,0,0,1922,0,0,2473,0,1,741,0,0,331,0,1,1607,0,0,2139,0,0,2718,0,1,201,0,1,227,0,0,1208,0,0,6463,0,1,1510,0,0,5796,0,0,955,0,0,697,0,0,528,0,0,1296,0,0,2860,0,0,740,0,0,1575,0,0,2220,0,0,2346,0,0,4980,0,0,1243,0,0,225,0,0,698,0,0,2446,0,0,480,0,0,545,0,0,1588,0,0,4010,0,0,281,0,1,2929,0,0,186,0,0,1416,0,1,5038,0,1,4676,0,0,3774,0,0,5614,0,0
4,25157.85,-795.00,1847.93,primroseSTA,150,107,0,0,96,0,0,102,0,0,128,0,0,218,0,0,210,0,0,194,0,0,200,0,0,275,0,1,289,0,1,285,0,1,300,0,0,524,0,0,562,0,0,481,0,0,510,0,0,969,0,1,942,0,1,910,0,1,886,0,0,1822,0,0,1754,0,0,103,0,0,159,0,0,370,0,0,402,0,0,599,0,0,988,0,0,1192,0,0,2020,0,0,344,0,0,226,0,0,180,0,0,203,0,0,179,0,0,191,0,0,334,0,0,330,0,0,987,0,0,908,0,0,1105,0,0,1564,0,0,1233,0,0,1567,0,0,1639,0,0,1224,0,0,143,0,0,155,0,0,185,0,0,121,0,0,935,0,0,122,0,0,252,0,0,832,0,0,252,0,0,186,0,0,1327,0,0,1416,0,0,1135,0,0,1265,0,0,353,0,0,996,0,0,507,0,0,1838,0,0,2128,0,0,669,0,0,342,0,0,1431,0,0,2332,0,0,2737,0,0,200,0,0,269,0,0,1222,0,0,6426,0,0,1568,0,0,6305,0,0,1097,0,0,659,0,0,506,0,0,1352,0,0,3087,0,0,656,0,0,1406,0,0,2046,0,0,2419,0,0,5121,0,0,1293,0,0,214,0,0,586,0,0,2246,0,0,495,0,0,590,0,0,1721,0,0,3674,0,0,277,0,0,2818,0,0,169,0,0,1515,0,0,4860,0,0,4439,0,0,3798,0,0,6148,0,0
6,41924.14,396.00,-686.82,hallifaxSTA,150,100,0,0,97,0,0,92,0,0,120,0,0,188,0,0,193,0,0,186,0,0,209,0,0,288,0,0,324,0,0,294,0,0,330,0,0,515,0,0,538,0,0,548,0,0,527,0,0,926,0,0,861,0,0,857,0,0,975,0,0,1804,0,0,1953,0,0,102,0,0,148,0,0,317,0,0,370,0,0,657,0,0,811,0,0,1238,0,0,1906,0,0,294,0,0,244,0,0,204,0,0,222,0,0,179,0,0,190,0,0,352,0,0,330,0,0,1135,0,0,1028,0,0,1147,0,0,1716,0,0,1074,0,0,1425,0,0,1568,0,0,1411,0,0,135,0,0,147,0,0,173,0,0,119,0,0,983,0,0,109,0,0,252,0,0,813,0,0,216,0,0,171,0,0,1389,0,0,1365,0,0,1155,0,0,1190,0,0,371,0,0,1078,0,0,535,0,0,1894,0,0,2312,0,0,694,0,0,339,0,0,1573,0,0,2056,0,0,2264,0,0,220,0,0,271,0,0,1452,0,0,5860,0,0,1486,0,0,5536,0,1,946,0,0,733,0,0,508,0,0,1391,0,1,3052,0,0,654,0,1,1393,0,0,2101,0,0,2003,0,0,5162,0,0,1137,0,0,226,0,0,660,0,0,2483,0,0,516,0,0,579,0,0,1624,0,0,3666,0,0,243,0,0,3217,0,0,185,0,0,1554,0,1,4899,0,0,3894,0,0,3786,0,0,6119,0,0
6,36899.02,108.00,733.78,theronellSTA,150,109,0,0,90,0,0,103,0,0,130,0,0,182,0,0,195,0,0,194,0,0,210,0,0,305,0,0,272,0,0,292,0,0,284,0,0,560,0,0,498,0,0,546,0,0,560,0,0,934,0,0,961,0,0,979,0,0,818,0,0,1753,0,0,1935,0,0,94,0,0,169,0,0,369,0,0,377,0,0,634,0,0,877,0,0,1190,0,0,1931,0,0,312,0,0,259,0,0,194,0,0,231,0,0,183,0,0,192,0,0,290,0,0,285,0,0,994,0,0,1035,0,0,1007,0,0,1532,0,0,1151,0,0,1368,0,0,1509,0,0,1366,0,0,150,0,0,167,0,0,202,0,0,142,0,0,1028,0,0,123,0,0,283,0,0,746,0,0,245,0,0,207,0,0,1513,0,0,1614,0,0,1302,0,0,1262,0,0,385,0,0,997,0,0,538,0,0,1902,0,0,2168,0,0,710,0,0,310,0,0,1713,0,0,2245,0,0,2577,0,0,197,0,0,242,0,0,1210,0,0,5916,0,0,1434,0,0,6420,0,0,935,0,0,731,0,0,487,0,0,1455,0,0,2672,0,0,722,0,0,1370,0,0,2150,0,0,2124,0,0,4678,0,0,1204,0,0,201,0,0,706,0,0,2191,0,0,494,0,1,562,0,1,1734,0,0,3443,0,0,273,0,0,2726,0,0,172,0,0,1382,0,0,4164,0,0,3933,0,0,3600,0,0,6146,0,0
10,65998.26,261.00,-1.17,saphoSTA,150,91,0,0,93,0,1,105,0,0,140,0,0,181,0,1,208,0,0,199,0,0,216,0,0,312,0,0,274,0,0,308,0,0,322,0,0,484,0,0,517,0,1,502,0,0,578,0,0,845,0,0,882,0,0,871,0,0,871,0,1,1886,0,0,1939,0,0,97,0,0,160,0,1,335,0,0,364,0,0,550,0,0,861,0,0,1090,0,0,1802,0,0,305,0,0,216,0,0,193,0,0,198,0,0,198,0,0,180,0,0,348,0,0,324,0,0,1112,0,0,1021,0,0,1032,0,0,1635,0,0,1146,0,0,1650,0,0,1677,0,0,1454,0,0,133,0,0,147,0,0,205,0,0,140,0,0,916,0,0,115,0,0,253,0,0,719,0,0,207,0,0,202,0,0,1493,0,0,1538,0,0,1222,0,0,1227,0,0,383,0,0,1097,0,0,500,0,0,1635,0,0,2195,0,0,652,0,0,330,0,0,1503,0,0,2305,0,0,2328,0,0,204,0,0,245,0,0,1290,0,0,6581,0,0,1545,0,0,6022,0,0,1101,0,0,757,0,0,473,0,0,1479,0,0,2973,0,0,666,0,0,1400,0,0,2070,0,0,2179,0,0,5130,0,0,1268,0,0,228,0,0,662,0,0,2673,0,0,493,0,0,539,0,0,1847,0,0,3856,0,0,277,0,0,2826,0,0,168,0,0,1437,0,0,4694,0,0,4403,0,0,3792,0,0,5582,0,0
12,80726.96,-728.00,-689.60,gaiaSTA,150,109,0,0,96,0,0,101,0,0,133,0,1,198,0,0,197,0,0,181,0,0,197,0,0,319,0,0,290,0,0,297,0,0,320,0,0,566,0,0,509,0,0,499,0,0,490,0,0,973,0,1,851,0,0,948,0,0,949,0,1,1779,0,0,1967,0,0,101,0,0,163,0,0,338,0,0,367,0,0,587,0,0,936,0,0,1268,0,0,1920,0,0,289,0,0,238,0,0,206,0,0,192,0,0,178,0,0,216,0,0,299,0,0,294,0,0,1133,0,0,986,0,0,1033,0,0,1596,0,0,1110,0,0,1452,0,0,1480,0,0,1408,0,0,130,0,0,146,0,0,171,0,0,126,0,0,948,0,0,111,0,0,301,0,0,845,0,0,235,0,0,205,0,0,1448,0,0,1649,0,0,1244,0,0,1175,0,0,362,0,0,1067,0,0,566,0,0,1834,0,0,2220,0,0,694,0,0,292,0,0,1709,0,0,2151,0,0,2433,0,0,214,0,0,259,0,0,1390,0,0,5810,0,0,1533,0,0,6659,0,0,975,0,0,639,0,0,551,0,0,1383,0,0,3006,0,0,628,0,0,1436,0,0,2174,0,0,2412,0,0,5389,0,0,1091,0,0,210,0,0,606,0,0,2656,0,0,538,0,0,536,0,0,1603,0,0,3711,0,0,245,0,0,3157,0,0,178,0,0,1401,0,0,4282,0,0,4424,0,0,4065,0,0,6549,0,0
13,85889.49,416.00,-3899.03,pentaSTA,150,105,0,0,107,0,1,96,0,0,120,0,0,216,0,0,210,0,0,183,0,0,212,0,0,289,0,0,298,0,0,316,0,0,283,0,0,561,0,0,537,0,0,554,0,0,520,0,0,880,0,0,958,0,0,822,0,0,961,0,1,1705,0,0,1763,0,0,110,0,0,169,0,0,346,0,0,425,0,0,641,0,0,908,0,0,1320,0,0,1997,0,0,296,0,0,261,0,0,214,0,0,189,0,0,198,0,0,183,0,0,336,0,0,321,0,0,1150,0,0,1030,0,0,1084,0,0,1714,0,0,1156,0,0,1373,0,0,1455,0,0,1271,0,0,146,0,0,169,0,0,186,0,0,142,0,0,847,0,0,119,0,0,290,0,0,780,0,0,240,0,0,205,0,0,1537,0,0,1541,0,0,1216,0,0,1357,0,0,340,0,0,1061,0,0,542,0,0,1650,0,0,2264,0,0,738,0,0,299,0,0,1409,0,0,2118,0,0,2511,0,0,189,0,0,230,0,0,1278,0,0,6738,0,0,1585,0,0,6113,0,0,912,0,0,646,0,0,522,0,0,1498,0,0,3012,0,0,663,0,0,1538,0,0,2032,0,0,2095,0,0,5653,0,0,1080,0,0,191,0,0,609,0,0,2544,0,0,483,0,0,627,0,0,1850,0,0,3552,0,0,270,0,0,3165,0,0,166,0,0,1626,0,0,4362,0,0,4048,0,0,3969,0,0,6486,0,0
14,93652.91,-304.00,-1543.93,taurangaSTA,150,96,0,0,99,0,1,95,0,0,119,0,0,181,0,0,212,0,0,213,0,0,187,0,0,275,0,0,308,0,0,322,0,0,290,0,0,535,0,0,485,0,0,560,0,0,548,0,0,858,0,0,978,0,0,893,0,0,984,0,1,1897,0,0,1632,0,1,97,0,0,164,0,0,321,0,0,431,0,0,619,0,0,964,0,0,1313,0,0,1960,0,0,293,0,0,251,0,0,217,0,0,228,0,0,196,0,0,202,0,0,341,0,0,323,0,0,973,0,0,1090,0,0,1076,0,0,1725,0,0,1235,0,0,1493,0,0,1588,0,0,1299,0,0,143,0,0,176,0,0,207,0,0,119,0,0,864,0,0,132,0,0,281,0,0,734,0,0,244,0,0,196,0,0,1471,0,0,1609,0,0,1152,0,0,1393,0,0,353,0,0,1017,0,0,503,0,0,1704,0,0,2448,0,0,733,0,0,311,0,0,1499,0,0,2276,0,0,2696,0,0,197,0,0,255,0,0,1402,0,0,6609,0,0,1421,0,0,6072,0,0,954,0,0,749,0,0,520,0,0,1462,0,0,3169,0,0,653,0,0,1561,0,0,1928,0,0,2085,0,0,4774,0,0,1257,0,0,200,0,0,672,0,0,2238,0,0,545,0,0,534,0,0,1694,0,0,3863,0,0,256,0,0,3025,0,0,161,0,0,1646,0,0,4591,0,0,3889,0,0,3912,0,0,5496,0,0
15,100933.60,292.00,-3659.81,rigaSTA,150,0,0,50990,0,0,0,1,59490,0,0,0,2,132000,0,0,0,3,184500,0,0,0,4,62000,0,0,0,5,133800,0,0,0,6,212000,0,0,0,7,54500,0,0,0,8,116250,0,0,0,9,245000,0,0,0,10,165000,0,0,0,11,296000,0,0,0,12,348000,0,0,0,13,71000,0,0,0,14,136000,0,0,0,15,144000,0,0,0,16,82000,0,0,0,17,125600,0,0,0,18,107300,0,0,0,19,294000,0,0,0,20,410000,0,0,0,21,414500,0,0,0,22,462000,0,0,0,23,513000,0,0,0,24,72500,0,0,0,25,112000,0,0,0,26,145000,0,0,0,27,195000,0,0,0,28,320000,0,0,0,29,534000,0,0,0,30,96000,0,0,0,31,201000,0,0,0,32,303000,0,0,0,33,212500,0,1,0,34,430200,0,1,0,35,567300,0,1,0,36,178400,0,0,0,37,398000,0,0,0,38,624000,0,0,0,39,138000,0,0,0,40,295000,0,0,0,41,465000,0,0,0,42,1215000,0,0,0,43,955000,0,0,0,44,716250,0,0,0,45,878000,0,0,0,46,740000,0,0,0,47,132000,0,0,0,48,164000,0,0,0,49,223000,0,0,0,50,253500,0,0,0,51,272000,0,0,0,52,428400,0,0,0,53,312500,0,0,0,54,365000,0,0,0,55,410000,0,0,0,56,345200,0,0,0,57,445000,0,0,0,58,512000,0,0,0,59,323000,0,0,0,60,285000,0,0,0,61,367300,0,0,0,62,212000,0,0,0,63,280000,0,0,0,64,353500,0,0,0,65,712300,0,0,0,66,628750,0,0,0,67,895000,0,0,0,68,765000,0,0,0,69,1350000,0,0,0,70,153500,0,0,0,71,153500,0,0,0,72,153500,0,0,0,73,99999999,0,0,0,74,99999999,0,0,0,75,99999999,0,0,0,76,635000,0,0,0,77,925000,0,0,0,78,883000,0,0,0,79,915000,0,0,0,80,950000,0,0,0,81,200000,0,0,0,82,200000,0,0,0,83,200000,0,0,0,84,200000,0,0,0,85,200000,0,0,0,86,200000,0,0,0,87,200000,0,0,0,88,200000,0,0,0,89,200000,0,0,0,90,200000,0,0,0,91,200000,0,0,0,92,200000,0,0,0,93,200000,0,0,0,94,200000,0,0,0,95,200000,0,0,0,96,200000,0,0,0,97,200000,0,0,0,98,200000,0,0,0,99,200000,0,0,0,100,200000,0,0,1,0,255150,0,0,1,1,276000,0,0,1,2,330000,0,0,1,3,425000,0,0,1,4,580000,0,0,1,5,660000,0,0,1,6,990000,0,0,1,7,1125000,0,0,1,8,1280000,0,0,1,9,1600000,0,0,1,10,1820000,0,0,1,11,225000,0,1,1,12,283000,0,0,1,13,325000,0,0,1,14,450000,0,0,1,15,595000,0,0,1,16,665000,0,0,1,17,1120000,0,0,1,18,1195000,0,0,1,19,1320000,0,0,1,20,1680000,0,0,1,21,1950000,0,0,1,22,275000,0,0,1,23,286500,0,0,1,24,320000,0,0,1,25,467000,0,0,1,26,610000,0,0,1,27,675000,0,0,1,28,1080000,0,0,1,29,1190000,0,0,1,30,1312000,0,0,1,31,1720000,0,0,1,32,1860000,0,0,1,33,100,0,0,1,34,100,0,0,1,35,100,0,0,1,36,100,0,0,1,37,100,0,0,1,38,100,0,0,1,39,1950000,0,0,1,40,2120000,0,0,1,41,2520000,0,0,1,42,2320000,0,0,1,43,3600000,0,0,1,44,600000,0,0,1,45,600000,0,0,1,46,600000,0,0,1,47,600000,0,0,1,48,600000,0,0,1,49,600000,0,0,1,50,600000,0,0,1,51,600000,0,0,1,52,600000,0,0,1,53,600000,0,0,1,54,600000,0,0,1,55,600000,0,0,1,56,600000,0,0,1,57,600000,0,0,1,58,600000,0,0,2,0,38250,0,0,2,1,49000,0,0,2,2,56500,0,0,2,3,65750,0,0,2,4,60000,0,0,2,5,50850,0,0,2,6,49050,0,0,2,7,55650,0,0,2,8,59250,0,0,2,9,55500,0,0,2,10,64240,0,0,2,11,28300,0,0,2,12,40350,0,0,2,13,50720,0,1,2,14,53500,0,0,2,15,60000,0,0,2,16,60000,0,0,2,17,60000,0,0,2,18,60000,0,0,2,19,60000,0,0,2,20,60000,0,0,2,21,60000,0,0,2,22,60000,0,0,2,23,60000,0,0,2,24,60000,0,0,2,25,60000,0,0,2,26,60000,0,0,2,27,60000,0,0
18,119301.58,747.00,-1500.30,falklandSTA,150,103,0,0,96,0,0,100,0,0,144,0,0,180,0,0,180,0,0,198,0,0,212,0,0,299,0,0,287,0,0,323,0,0,300,0,0,526,0,0,534,0,0,479,0,0,543,0,0,934,0,0,853,0,0,924,0,0,912,0,0,1656,0,0,1843,0,0,104,0,0,156,0,0,361,0,0,375,0,0,649,0,0,829,0,0,1165,0,0,2080,0,0,311,0,0,236,0,0,220,0,0,199,0,0,162,0,0,192,0,0,306,0,0,330,0,0,1012,0,0,1086,0,0,1004,0,0,1491,0,0,1138,0,0,1526,0,0,1672,0,0,1314,0,0,141,0,0,150,0,0,188,0,0,118,0,0,1003,0,0,123,0,0,289,0,0,749,0,0,250,0,0,188,0,0,1443,0,0,1366,0,0,1289,0,0,1399,0,0,341,0,0,947,0,0,575,0,0,1738,0,0,2260,0,0,722,0,0,303,0,0,1482,0,0,2275,0,0,2413,0,0,214,0,0,246,0,0,1387,0,1,5628,0,1,1512,0,1,6620,0,1,1019,0,0,651,0,0,532,0,0,1270,0,0,3146,0,0,697,0,0,1455,0,0,2020,0,0,2377,0,0,5051,0,0,1284,0,0,194,0,0,629,0,0,2582,0,0,470,0,0,582,0,0,1864,0,0,3988,0,1,295,0,0,2933,0,0,184,0,0,1375,0,0,4796,0,0,4662,0,0,3953,0,0,5980,0,0
21,5480.48,-725.44,6629.06,reunionSTA,150,100,0,0,104,0,0,101,0,0,128,0,0,192,0,0,186,0,0,218,0,0,190,0,0,290,0,0,283,0,0,323,0,0,319,0,0,505,0,0,520,0,0,504,0,0,536,0,0,868,0,0,837,0,0,868,0,0,850,0,0,1864,0,0,1850,0,0,97,0,0,169,0,0,329,0,0,407,0,0,650,0,0,893,0,0,1173,0,1,1865,0,0,334,0,0,219,0,0,180,0,0,229,0,0,194,0,0,204,0,0,335,0,0,324,0,0,949,0,0,1019,0,0,1156,0,0,1701,0,0,1176,0,0,1444,0,0,1663,0,0,1290,0,0,150,0,0,161,0,0,207,0,0,118,0,0,965,0,0,116,0,0,300,0,0,770,0,0,237,0,0,187,0,0,1369,0,0,1529,0,0,1264,0,0,1211,0,0,374,0,0,1003,0,0,536,0,0,1799,0,0,2432,0,0,649,0,0,348,0,0,1434,0,0,2231,0,0,2282,0,0,212,0,0,263,0,0,1401,0,0,5769,0,0,1469,0,0,6029,0,0,1077,0,0,648,0,0,484,0,0,1452,0,0,2946,0,0,614,0,0,1371,0,0,2032,0,0,2354,0,0,4787,0,0,1298,0,0,201,0,0,620,0,0,2373,0,0,535,0,0,615,0,0,1617,0,0,3410,0,0,275,0,0,2763,0,0,176,0,0,1586,0,0,4415,0,0,4645,0,0,3478,0,0,6317,0,0
